type,prix,surface,quartier,date,adresse
Appartement,84000.0,45.0,Toulon,2024-06-03,RUE AUGUSTIN DAUMAS
Appartement,359360.0,72.0,Toulon,2024-06-21,IMP DES JARDINS
Appartement,293500.0,63.0,Toulon,2024-06-10,ALL BOY SCOUT LEON MILLOU
Appartement,58000.0,27.0,Toulon,2024-06-18,RUE ALEZARD
Appartement,68000.0,18.0,Toulon,2024-06-14,AV PHILIPPE LEBON
Appartement,68000.0,20.0,Toulon,2024-06-14,AV PHILIPPE LEBON
Appartement,82800.0,63.0,Toulon,2024-05-27,RUE DAVID
Maison,650000.0,118.0,Toulon,2024-06-17,RUE GUIOT
Appartement,137000.0,62.0,Toulon,2024-06-18,AV DES MOULINS
Appartement,135302.0,41.0,Toulon,2024-06-21,QUAI MARMORA
Appartement,124000.0,35.0,Toulon,2024-06-12,RUE DE LA DOUANE
Appartement,213000.0,77.0,Toulon,2024-06-25,RUE GIMELLI
Appartement,84100.0,30.0,Toulon,2024-05-23,RUE GUILLAUME PONTEIL
Appartement,218900.0,53.0,Toulon,2024-06-21,IMP DU LIBAN
Appartement,301360.0,46.0,Toulon,2024-06-24,RUE NICOLAS LAUGIER
Appartement,301360.0,46.0,Toulon,2024-06-24,RUE NICOLAS LAUGIER
Appartement,301360.0,46.0,Toulon,2024-06-24,RUE NICOLAS LAUGIER
Appartement,301360.0,46.0,Toulon,2024-06-24,RUE NICOLAS LAUGIER
Appartement,117000.0,37.0,Toulon,2024-06-20,IMP SAINT DOMINIQUE
Appartement,100000.0,23.0,Toulon,2024-06-17,BD JACQUARD
Appartement,100000.0,27.0,Toulon,2024-06-18,RUE ROSSINI
Appartement,211000.0,70.0,Toulon,2024-06-19,CHE DE LA BARRE
Appartement,147000.0,72.0,Toulon,2024-06-20,BD MARECHAL JOFFRE
Appartement,159619.0,61.0,Toulon,2024-06-12,TRA DE LA LOUBE
Maison,650380.0,105.0,Toulon,2024-06-27,RUE DIANE
Maison,525000.0,155.0,Toulon,2024-06-17,RUE JULES CESAR
Maison,307550.0,55.0,Toulon,2024-06-28,IMP DE PONDICHERY
Appartement,181150.0,84.0,Toulon,2024-06-04,RUE JEAN TRINCHERO
Appartement,138000.0,50.0,Toulon,2024-06-17,RUE HENRI STE CLAIRE DEVILLE
Appartement,57000.0,35.0,Toulon,2024-06-17,BD DE LA CONVENTION
Maison,443570.0,81.0,Toulon,2024-06-18,CHE DE FORGENTIER
Appartement,120000.0,47.0,Toulon,2024-06-07,RUE LAMINOIS
Appartement,163000.0,46.0,Toulon,2024-06-13,BD ALEXANDRE JULIEN
Maison,428100.0,74.0,Toulon,2024-06-18,CHE MEYLAN
Appartement,86315.0,19.0,Toulon,2024-05-31,RUE DE POMET
Appartement,115000.0,56.0,Toulon,2024-05-31,AV MARECHAL GALLIENI
Appartement,221586.0,64.0,Toulon,2024-06-27,CHE DE SAINT MARC
Appartement,275500.0,61.0,Toulon,2024-06-06,BD EUGENE PELLETAN
Appartement,800000.0,65.0,Toulon,2024-06-07,RUE ESPANET
Appartement,800000.0,59.0,Toulon,2024-06-07,RUE ESPANET
Appartement,800000.0,65.0,Toulon,2024-06-07,RUE ESPANET
Appartement,800000.0,59.0,Toulon,2024-06-07,RUE ESPANET
Appartement,800000.0,69.0,Toulon,2024-06-07,RUE ESPANET
Appartement,800000.0,65.0,Toulon,2024-06-07,RUE ESPANET
Appartement,800000.0,69.0,Toulon,2024-06-07,RUE ESPANET
Appartement,800000.0,59.0,Toulon,2024-06-07,RUE ESPANET
Appartement,800000.0,69.0,Toulon,2024-06-07,RUE ESPANET
Appartement,76000.0,48.0,Toulon,2024-06-14,RUE DU JEU DE PAUME
Appartement,264000.0,62.0,Toulon,2024-06-21,AV EDOUARD LE BELLEGOU
Appartement,243000.0,54.0,Toulon,2024-06-17,BD LEOPOLD GENCE
Appartement,194000.0,89.0,Toulon,2024-06-25,AV PHILIPPE LEBON
Maison,279360.0,62.0,Toulon,2024-06-24,AV DE LA MITRE
Appartement,129000.0,55.0,Toulon,2024-06-19,RUE DE TURENNE
Appartement,106000.0,76.0,Toulon,2024-06-27,AV DU 15E CORPS
Maison,783000.0,118.0,Toulon,2024-06-17,BD SAINTE HELENE
Appartement,300000.0,48.0,Toulon,2024-06-12,RUE DES TOMBADES
Appartement,300000.0,28.0,Toulon,2024-06-12,RUE DES TOMBADES
Appartement,300000.0,48.0,Toulon,2024-06-12,RUE DES TOMBADES
Appartement,300000.0,37.0,Toulon,2024-06-12,RUE DES TOMBADES
Appartement,300000.0,37.0,Toulon,2024-06-12,RUE DES TOMBADES
Appartement,300000.0,37.0,Toulon,2024-06-12,RUE DES TOMBADES
Appartement,300000.0,68.0,Toulon,2024-06-17,AV DE LA RESISTANCE
Appartement,188000.0,55.0,Toulon,2024-06-14,RUE DOCTEUR REYNAUD
Maison,504870.0,66.0,Toulon,2024-06-20,RUE ROSA BONHEUR
Maison,272800.0,40.0,Toulon,2024-06-26,BD SAINT JACQUES
Appartement,120000.0,60.0,Toulon,2024-06-20,RTE DE PLAISANCE
Appartement,214700.0,56.0,Toulon,2024-06-19,CHE DE MONEIRET
Maison,459500.0,78.0,Toulon,2024-06-26,AV ALSACE LORRAINE
Appartement,265000.0,66.0,Toulon,2024-06-27,IMP RIGOUMEL
Appartement,130000.0,28.0,Toulon,2024-06-11,AV DE LA REPUBLIQUE
Appartement,177750.0,83.0,Toulon,2024-06-20,CHE DE PLAISANCE
Maison,420000.0,104.0,Toulon,2024-06-20,LOT LA VALBOURDINE
Appartement,650000.0,90.0,Toulon,2024-06-17,AV DE LA MITRE
Appartement,126000.0,33.0,Toulon,2024-06-25,RUE DE LA DOUANE
Appartement,177000.0,76.0,Toulon,2024-06-26,AV AMIRAL COLLET
Appartement,132000.0,66.0,Toulon,2024-06-21,AV JOSEPH GASQUET
Appartement,215000.0,120.0,Toulon,2024-06-14,AV FRANCOIS CUZIN
Appartement,110000.0,40.0,Toulon,2024-06-20,RUE FELIX MAYOL
Appartement,89000.0,33.0,Toulon,2024-06-12,PL ABBE LEON SPARIAT
Maison,189000.0,50.0,Toulon,2024-06-21,RUE DE LA BERGERIE
Appartement,99000.0,40.0,Toulon,2024-06-17,AV AMIRAL DAVELUY
Appartement,145798.0,34.0,Toulon,2024-06-17,RUE PILOTE PIERRE REBOUL
Appartement,461000.0,116.0,Toulon,2024-06-07,TRA RICHARD
Maison,1050000.0,135.0,Toulon,2024-06-07,AV EMILE FABRE
Maison,1050000.0,135.0,Toulon,2024-06-07,AV EMILE FABRE
Maison,305450.0,79.0,Toulon,2024-07-02,AV AUGUSTE AIGUIER
Appartement,68235.0,28.0,Toulon,2024-06-26,RUE DES RIAUX
Appartement,129000.0,35.0,Toulon,2024-06-28,RUE DOCTEUR JOUANY
Maison,430000.0,93.0,Toulon,2024-07-01,RUE NOTOS
Appartement,153310.0,39.0,Toulon,2024-06-27,PL D ARMES
Appartement,217000.0,82.0,Toulon,2024-06-21,RUE AMABLE MABILY
Appartement,69000.0,21.0,Toulon,2024-06-27,PL DE LA POISSONNERIE
Maison,585000.0,100.0,Toulon,2024-06-27,AV LOUIS BARTHOU
Appartement,165000.0,63.0,Toulon,2024-07-01,BD ENSEIGNE DE VAISSEAU GUES
Appartement,81930.0,44.0,Toulon,2024-06-14,AV LAZARE CARNOT
Appartement,148000.0,40.0,Toulon,2024-06-27,BD LEON BOURGEOIS
Appartement,194000.0,82.0,Toulon,2024-07-01,CHE DE FORGENTIER
Appartement,120000.0,33.0,Toulon,2024-06-28,RUE DE LA DOUANE
Appartement,143000.0,54.0,Toulon,2024-06-27,AV DE BOURGOGNE
Appartement,120000.0,57.0,Toulon,2024-06-25,RUE JULY
Maison,142002.0,80.0,Toulon,2024-06-05,CHE DU BOSQUET DE L ORATOIRE
Appartement,440000.0,170.0,Toulon,2024-06-28,BD DE STRASBOURG
Appartement,84500.0,40.0,Toulon,2024-06-26,TRA DES CAPUCINS
Appartement,135000.0,60.0,Toulon,2024-06-27,CITE EPARGNE LES DAHLIAS
Appartement,285000.0,82.0,Toulon,2024-07-02,AV CHARLES GANTELME
Appartement,176770.0,54.0,Toulon,2024-06-21,AV JOSEPH GASQUET
Appartement,80952.0,63.0,Toulon,2024-06-21,RUE DANIELLE CASANOVA
Appartement,410000.0,79.0,Toulon,2024-06-27,BD MIRAMAR
Appartement,144000.0,58.0,Toulon,2024-06-26,RUE LACORDAIRE
Appartement,69600.0,46.0,Toulon,2024-06-24,RUE SAINTE ANDREA
Appartement,82850.0,74.0,Toulon,2024-07-01,PL ARMAND VALLE
Maison,345000.0,64.0,Toulon,2024-06-17,CHE DE LA GUERINIERE
Maison,345000.0,77.0,Toulon,2024-06-27,RUE GROIGNARD
Appartement,125000.0,35.0,Toulon,2024-06-14,CHE DE LA LOUBIERE
Maison,343620.0,74.0,Toulon,2024-06-14,RUE GILBERT KERSAHO
Appartement,350000.0,28.0,Toulon,2024-06-17,RUE BOSSUET
Appartement,350000.0,66.0,Toulon,2024-06-17,RUE BOSSUET
Appartement,350000.0,30.0,Toulon,2024-06-17,RUE BOSSUET
Appartement,350000.0,30.0,Toulon,2024-06-17,RUE BOSSUET
Appartement,180000.0,66.0,Toulon,2024-06-20,AV LT COLONEL CHABRIEL
Maison,566355.0,116.0,Toulon,2024-06-11,RTE DU VAL D ARDENE
Appartement,218000.0,78.0,Toulon,2024-06-13,AV PRE DES PECHEURS
Appartement,99000.0,46.0,Toulon,2024-06-27,CHE DE PLAISANCE
Appartement,85000.0,42.0,Toulon,2024-06-27,RUE MICHEL DE BOURGES
Appartement,58000.0,16.0,Toulon,2024-07-02,CHE DE LA MAURINIERE
Maison,293000.0,67.0,Toulon,2024-06-27,CHE MON PARADIS
Appartement,175000.0,31.0,Toulon,2024-07-03,BD EUGENE PELLETAN
Maison,470000.0,97.0,Toulon,2024-06-28,CD 46
Appartement,188000.0,100.0,Toulon,2024-06-27,RUE PICOT
Appartement,275000.0,72.0,Toulon,2024-06-27,BD ALPHAND
Appartement,275000.0,34.0,Toulon,2024-06-27,BD ALPHAND
Appartement,275000.0,38.0,Toulon,2024-06-27,BD ALPHAND
Appartement,70000.0,29.0,Toulon,2024-07-02,BD MARECHAL JOFFRE
Appartement,65000.0,18.0,Toulon,2024-07-01,TRA JEAN AICARD
Appartement,183000.0,53.0,Toulon,2024-06-25,RUE KLEBER
Maison,596420.0,170.0,Toulon,2024-06-24,CHE ARTHUR
Appartement,144000.0,68.0,Toulon,2024-06-28,AV FRANCOIS CUZIN
Appartement,166000.0,43.0,Toulon,2024-07-02,AV DE L ELISA
Appartement,167500.0,45.0,Toulon,2024-07-02,RUE MONTAUBAN
Maison,615522.0,135.0,Toulon,2024-06-27,AV DES FLEURS
Appartement,68000.0,27.0,Toulon,2024-06-18,RUE LEBLOND SAINT HILAIRE
Appartement,157500.0,72.0,Toulon,2024-07-02,EUROPE
Appartement,100000.0,32.0,Toulon,2024-07-03,RUE AMIRAL NOMY
Appartement,200000.0,76.0,Toulon,2024-06-20,BD GRIGNAN
Appartement,125000.0,77.0,Toulon,2024-06-24,AV SGT GABRIEL JOURDAN
Appartement,388500.0,120.0,Toulon,2024-06-28,RUE DE CHABANNES
Appartement,80000.0,76.0,Toulon,2024-06-28,BD GENERAL BROSSET
Appartement,175000.0,84.0,Toulon,2024-06-28,CHE DU FORT ROUGE
Appartement,295000.0,66.0,Toulon,2024-06-21,RUE JOSEPHINE
Appartement,245000.0,74.0,Toulon,2024-07-02,BD DES ARMARIS
Maison,385000.0,77.0,Toulon,2024-07-01,AV COMMANDANT GUILBAUD
Appartement,61000.0,27.0,Toulon,2024-06-12,BD MARECHAL JOFFRE
Appartement,240000.0,43.0,Toulon,2024-06-25,BD DU DOCTEUR CUNEO
Maison,705000.0,118.0,Toulon,2024-07-08,AV ERNEST ROLLER
Maison,705000.0,118.0,Toulon,2024-07-08,AV ERNEST ROLLER
Maison,715000.0,81.0,Toulon,2024-06-24,BD JEAN BAPTISTE ABEL
Appartement,85000.0,54.0,Toulon,2024-06-25,IMP BRUNO
Appartement,73000.0,40.0,Toulon,2024-06-27,BD BAUCHIERE
Maison,273010.0,58.0,Toulon,2024-06-27,RUE GROIGNARD
Appartement,164000.0,70.0,Toulon,2024-07-02,CHE DU TEMPLE
Appartement,200000.0,59.0,Toulon,2024-06-20,RUE MUIRON
Maison,300000.0,68.0,Toulon,2024-06-28,RUE MARIUS ANDRIEU
Appartement,500000.0,158.0,Toulon,2024-06-18,BD DE STRASBOURG
Appartement,122900.0,72.0,Toulon,2024-06-24,AV AMIRAL DAVELUY
Appartement,328000.0,88.0,Toulon,2024-07-05,RUE ROSSINI
Appartement,72050.0,40.0,Toulon,2024-07-05,LE SAGITTAIRE
Maison,359379.0,79.0,Toulon,2024-06-24,BD FISQUET
Maison,380000.0,58.0,Toulon,2024-06-14,IMP DU VAL DES ROSIERS
Appartement,247500.0,47.0,Toulon,2024-06-12,AV DE LA RESISTANCE
Appartement,130000.0,67.0,Toulon,2024-06-17,AV GENERAL NOGUES
Maison,374030.0,140.0,Toulon,2024-07-04,IMP HONORATY
Appartement,405000.0,70.0,Toulon,2024-06-26,RUE VICTOR THOURON
Appartement,90000.0,18.0,Toulon,2024-06-28,RUE MONTAUBAN
Appartement,268000.0,69.0,Toulon,2024-06-17,QUAI MARCEL PAGNOL
Appartement,156500.0,78.0,Toulon,2024-07-03,RUE COULMIER
Appartement,165000.0,45.0,Toulon,2024-07-05,LE MEDICIS
Appartement,185700.0,62.0,Toulon,2024-07-05,AV NOBEL
Appartement,446000.0,100.0,Toulon,2024-06-25,COR LITTORAL FREDERIC MISTRAL
Appartement,70000.0,32.0,Toulon,2024-07-02,AV DU 15E CORPS
Maison,380000.0,152.0,Toulon,2024-07-02,RUE ANTOINE BONNET
Appartement,372000.0,116.0,Toulon,2024-06-21,RUE REVEL
Maison,298000.0,86.0,Toulon,2024-07-02,AV FRANDORE
Appartement,330000.0,100.0,Toulon,2024-06-21,AV FRANKLIN ROOSEVELT
Appartement,72000.0,54.0,Toulon,2024-06-24,BD GENERAL BROSSET
Appartement,165000.0,68.0,Toulon,2024-06-21,AV DUSSAP
Appartement,265000.0,110.0,Toulon,2024-06-25,AV FRANKLIN ROOSEVELT
Appartement,120100.0,55.0,Toulon,2024-07-02,AV DES FILS MARESCOT
Appartement,190360.0,58.0,Toulon,2024-06-13,RUE MUIRON
Appartement,127000.0,41.0,Toulon,2024-06-27,RUE CASSINI
Appartement,246700.0,67.0,Toulon,2024-06-25,RUE JEAN GUILLAUME VIENNET
Appartement,254000.0,93.0,Toulon,2024-06-27,ALL GEORGES LEYGUES
Appartement,75000.0,26.0,Toulon,2024-07-05,AV DU 1ER BATAILLON CHOC
Appartement,80800.0,34.0,Toulon,2024-07-02,RUE PAUL LENDRIN
Appartement,67000.0,18.0,Toulon,2024-07-08,RUE DES BOUCHERIES
Appartement,211449.0,42.0,Toulon,2024-07-05,TRA DE LA LOUBE
Appartement,135000.0,56.0,Toulon,2024-07-09,RUE JEAN MALLARD
Appartement,179000.0,80.0,Toulon,2024-07-05,ALL GEORGES LEYGUES
Appartement,98000.0,31.0,Toulon,2024-07-11,RUE DU ROI RENE
Appartement,220500.0,63.0,Toulon,2024-07-04,AV DE CLARET
Appartement,280000.0,68.0,Toulon,2024-07-02,RUE REINE JEANNE
Appartement,280000.0,73.0,Toulon,2024-07-02,RUE REINE JEANNE
Appartement,152720.0,56.0,Toulon,2024-06-27,AV JOSEPH GASQUET
Maison,480000.0,90.0,Toulon,2024-06-27,CHE DU COLLET DE SAINT PIERRE
Appartement,97000.0,62.0,Toulon,2024-06-27,BD PIERRE TOESCA
Appartement,97000.0,57.0,Toulon,2024-06-27,BD PIERRE TOESCA
Appartement,178500.0,67.0,Toulon,2024-06-27,AV DE BOURGOGNE
Appartement,100000.0,55.0,Toulon,2024-06-28,BD DES ALLOBROGES
Appartement,143000.0,56.0,Toulon,2024-07-11,RUE DE NICE
Appartement,50000.0,68.0,Toulon,2024-07-11,RUE MERIDIENNE
Appartement,232200.0,83.0,Toulon,2024-07-03,CHE DE LA MAURINIERE
Maison,659685.0,105.0,Toulon,2024-07-03,CHE DE L HUBAC
Maison,659685.0,105.0,Toulon,2024-07-03,CHE DE L HUBAC
Appartement,54000.0,23.0,Toulon,2024-07-12,RUE DE L EQUERRE
Appartement,145000.0,43.0,Toulon,2024-07-01,AV DUMONCEAU
Appartement,227000.0,75.0,Toulon,2024-06-21,PL DOCTEUR HORACE CRISTOL
Appartement,116000.0,68.0,Toulon,2024-07-01,RUE D ESPAGNE
Appartement,160000.0,47.0,Toulon,2024-06-27,RUE KLEBER
Appartement,144000.0,60.0,Toulon,2024-07-02,EUROPE
Appartement,155900.0,55.0,Toulon,2024-07-02,RUE BOSANO
Appartement,301000.0,66.0,Toulon,2024-07-16,RUE DAILLON
Appartement,210000.0,75.0,Toulon,2024-05-02,AV D ENTRECASTEAUX
Maison,290000.0,77.0,Toulon,2024-07-16,RUE DU CAPITAINE MASSON
Maison,403600.0,66.0,Toulon,2024-06-28,BD EMILE JACQUEMIN
Appartement,325000.0,76.0,Toulon,2024-06-28,RUE DENIS LITARDI
Appartement,190000.0,76.0,Toulon,2024-07-16,RUE AMIRAL NOMY
Maison,498000.0,140.0,Toulon,2024-06-28,BD JOUVE
Appartement,60000.0,32.0,Toulon,2024-06-28,AV DES DARDANELLES
Appartement,315000.0,84.0,Toulon,2024-07-17,RES ST MARC
Appartement,215000.0,53.0,Toulon,2024-06-20,RUE DAILLON
Maison,650000.0,222.0,Toulon,2024-07-01,AV DE COLMAR
Appartement,247000.0,54.0,Toulon,2024-07-17,RUE DOCTEUR LONGCHAMP
Maison,428440.0,108.0,Toulon,2024-06-27,AV DE L ELISA
Appartement,165400.0,98.0,Toulon,2024-06-26,AV DU MARECHAL FOCH
Appartement,230000.0,83.0,Toulon,2024-07-09,BD DE L ESCAILLON
Appartement,123000.0,50.0,Toulon,2024-06-28,RUE DE TURENNE
Maison,2500000.0,98.0,Toulon,2024-07-11,AV DU CARMEL
Maison,2500000.0,98.0,Toulon,2024-07-11,AV DU CARMEL
Appartement,238500.0,68.0,Toulon,2024-07-10,BD EDOUARD AIGUIER
Appartement,80000.0,42.0,Toulon,2024-06-27,AV FRANCOIS CUZIN
Maison,310000.0,77.0,Toulon,2024-07-08,RUE DE NARVIK
Appartement,48000.0,15.0,Toulon,2024-07-04,RUE GARIBALDI
Appartement,98000.0,61.0,Toulon,2024-07-10,AV JOSEPH GASQUET
Appartement,55000.0,28.0,Toulon,2024-07-04,RUE GARIBALDI
Maison,1203200.0,93.0,Toulon,2024-07-03,CHE DE LA COLLINE
Maison,1203200.0,93.0,Toulon,2024-07-03,CHE DE LA COLLINE
Maison,400000.0,120.0,Toulon,2024-07-11,CHE DE LA CARRAIRE
Appartement,155000.0,79.0,Toulon,2024-07-04,RUE VICTOR REYMONENQ
Appartement,50000.0,33.0,Toulon,2024-07-01,AV DE LA RESISTANCE
Appartement,118000.0,38.0,Toulon,2024-06-28,AV EMILE VINCENT
Appartement,136650.0,47.0,Toulon,2024-06-26,CAR ANTONIN CHAUDE
Maison,466000.0,79.0,Toulon,2024-07-09,RUE JULES CESAR
Appartement,126000.0,52.0,Toulon,2024-07-04,RUE FOUGASSIERE
Appartement,125000.0,46.0,Toulon,2024-07-22,RUE GROIGNARD
Appartement,290000.0,75.0,Toulon,2024-07-17,RUE PICOT
Appartement,152000.0,77.0,Toulon,2024-07-05,BD DES ARMARIS
Appartement,67000.0,25.0,Toulon,2024-07-11,RUE DOCTEUR REYNAUD
Appartement,166000.0,80.0,Toulon,2024-07-11,BD GENERAL BROSSET
Appartement,230000.0,88.0,Toulon,2024-06-26,AV JOSEPH GASQUET
Appartement,148000.0,43.0,Toulon,2024-07-04,AV AMIRAL DAVELUY
Appartement,191000.0,39.0,Toulon,2024-07-01,CHE DE LA BARRE
Appartement,275000.0,70.0,Toulon,2024-06-26,CHE DE LA CHARTREUSE
Maison,470000.0,80.0,Toulon,2024-06-26,CHE DE GRATTE SEMELLE
Appartement,255000.0,73.0,Toulon,2024-06-27,RUE VICTOR GELU PROLONGEE
Appartement,590000.0,90.0,Toulon,2024-07-16,BD DU DOCTEUR CUNEO
Maison,378000.0,99.0,Toulon,2024-06-27,CHEM VX CHEMIN DE STE MUSSE
Maison,510000.0,99.0,Toulon,2024-06-26,CHE DES QUATRE VENTS
Appartement,178300.0,66.0,Toulon,2024-06-26,BD DES ARMARIS
Maison,607405.0,137.0,Toulon,2024-07-18,CHE DE LA CARRAIRE
Appartement,69300.0,27.0,Toulon,2024-07-17,RUE LEBLOND SAINT HILAIRE
Maison,540000.0,134.0,Toulon,2024-07-17,CHE DES BONNES HERBES
Maison,545000.0,85.0,Toulon,2024-07-08,TRA RICHARD
Appartement,208000.0,97.0,Toulon,2024-07-11,AV DE VALBOURDIN
Appartement,253000.0,88.0,Toulon,2024-06-05,RUE REVEL
Maison,430000.0,69.0,Toulon,2024-07-16,RUE JULES ALEXANDRE RENAUX
Appartement,169000.0,53.0,Toulon,2024-06-24,CHE DE LA MAJOURANE
Appartement,81000.0,25.0,Toulon,2024-07-01,BD DOCTEUR CHARLES BARNIER
Appartement,120000.0,36.0,Toulon,2024-06-20,AV DE L ELYSEE
Appartement,257000.0,38.0,Toulon,2024-06-27,PL JEAN BOURGUET
Appartement,257000.0,37.0,Toulon,2024-06-27,PL JEAN BOURGUET
Maison,270000.0,55.0,Toulon,2024-07-08,AV JOSEPH LOUIS ORTOLAN
Appartement,92000.0,55.0,Toulon,2024-06-26,RUE PIERRE LETUAIRE
Appartement,174000.0,45.0,Toulon,2024-07-23,RUE JOSEPHINE
Appartement,120000.0,70.0,Toulon,2024-07-08,CHE MON PARADIS
Appartement,62500.0,21.0,Toulon,2024-07-11,PL DE LA POISSONNERIE
Appartement,85000.0,71.0,Toulon,2024-07-02,BD MARECHAL JOFFRE
Maison,332500.0,67.0,Toulon,2024-07-16,RUE EDMOND HARAUCOURT
Appartement,192000.0,39.0,Toulon,2024-07-12,RUE NUNGESSER
Maison,280000.0,56.0,Toulon,2024-07-23,CHE DU JONQUET
Appartement,97492.0,24.0,Toulon,2024-06-28,RUE DELPECH
Appartement,221900.0,80.0,Toulon,2024-07-02,CHE DE FORGENTIER
Appartement,474300.0,73.0,Toulon,2024-07-17,VC MONTEE ST CHARLES
Appartement,285000.0,59.0,Toulon,2024-06-28,AV DE LA MITRE
Appartement,245000.0,61.0,Toulon,2024-07-22,BD LOUIS CARLES
Appartement,80000.0,42.0,Toulon,2024-06-27,RUE DE POMET
Appartement,150000.0,77.0,Toulon,2024-07-18,CHEM VX CHEMIN DE STE MUSSE
Appartement,127000.0,44.0,Toulon,2024-07-19,IMP BISKRA
Appartement,170000.0,71.0,Toulon,2024-07-09,BD PELLICOT
Maison,280000.0,160.0,Toulon,2024-07-09,BD DE L ESCAILLON
Appartement,216000.0,60.0,Toulon,2024-07-23,RUE DU RUISSEAU SAINT JOSEPH
Appartement,200000.0,78.0,Toulon,2024-07-22,CHE DE FLORE
Appartement,115000.0,53.0,Toulon,2024-07-25,AV GENERAL GOURAUD
Appartement,93000.0,88.0,Toulon,2024-07-12,RUE DEJUSSIEU PONTCARRAL
Appartement,93000.0,69.0,Toulon,2024-07-12,RUE DEJUSSIEU PONTCARRAL
Appartement,53000.0,20.0,Toulon,2024-07-19,AV COLONEL PICOT
Appartement,90000.0,52.0,Toulon,2024-07-19,AV BENOIT MALON
Appartement,147500.0,56.0,Toulon,2024-07-16,BD DES ALLOBROGES
Appartement,85400.0,42.0,Toulon,2024-07-12,AV JOSEPH GASQUET
Appartement,334000.0,77.0,Toulon,2024-06-26,CHE DU JONQUET
Appartement,113000.0,71.0,Toulon,2024-07-02,BD MARECHAL JOFFRE
Appartement,103500.0,40.0,Toulon,2024-07-17,RUE AUGUSTIN DAUMAS
Appartement,195000.0,68.0,Toulon,2024-07-22,PL LOUIS PASTEUR
Appartement,14000.0,46.0,Toulon,2024-07-25,BD ENSEIGNE DE VAISSEAU GUES
Appartement,510000.0,106.0,Toulon,2024-07-17,AV DE LA REPUBLIQUE
Appartement,143000.0,42.0,Toulon,2024-06-28,RUE REVEREND PERE DE FOUCAULD
Appartement,145000.0,54.0,Toulon,2024-07-09,RUE REVEL
Appartement,105000.0,50.0,Toulon,2024-07-10,RUE DELPECH
Appartement,114200.0,61.0,Toulon,2024-07-18,RUE PAUL MARCHELLI
Appartement,260000.0,85.0,Toulon,2024-07-26,AV DE LA RESISTANCE
Appartement,128000.0,60.0,Toulon,2024-07-23,CHE DE FORGENTIER
Maison,358600.0,101.0,Toulon,2024-07-11,RUE CHANOINE BOUISSON
Appartement,89000.0,26.0,Toulon,2024-07-08,RPT MIRASOULEOU
Appartement,97000.0,53.0,Toulon,2024-07-10,BD GENERAL BROSSET
Appartement,110670.0,98.0,Toulon,2024-06-04,AV DU MARECHAL FOCH
Maison,350000.0,56.0,Toulon,2024-07-02,AV SYLVAIN THURIN
Appartement,70580.0,17.0,Toulon,2024-07-04,RUE PAUL LENDRIN
Appartement,200000.0,76.0,Toulon,2024-07-22,AV D ENTRECASTEAUX
Maison,320440.0,35.0,Toulon,2024-06-27,AV CHARLES GANTELME
Appartement,262400.0,56.0,Toulon,2024-07-22,QUAI COMMANDANT RIVIERE
Appartement,245000.0,86.0,Toulon,2024-07-23,AV COLBERT
Appartement,140000.0,65.0,Toulon,2024-07-23,AV EDOUARD LE BELLEGOU
Appartement,132000.0,72.0,Toulon,2024-07-12,CITE EPARGNE LES DAHLIAS
Appartement,150000.0,48.0,Toulon,2024-07-01,RUE REGIMBAUD
Appartement,175000.0,68.0,Toulon,2024-07-18,ALL DU DOCTEUR LAURES
Appartement,95000.0,36.0,Toulon,2024-07-16,CHE DE LA RESSENCE
Appartement,165000.0,62.0,Toulon,2024-07-18,RUE GENERAL MICHEL AUDEOUD
Appartement,58240.0,22.0,Toulon,2024-07-23,RUE JEAN TRINCHERO
Appartement,85000.0,66.0,Toulon,2024-07-18,RUE AMIRAL NOMY
Appartement,45000.0,42.0,Toulon,2024-07-23,RUE COURBET
Appartement,70000.0,36.0,Toulon,2024-07-18,AV JEAN MOULIN
Appartement,542900.0,74.0,Toulon,2024-07-25,CHE DE LA MAURINIERE
Appartement,542900.0,18.0,Toulon,2024-07-25,CHE DE LA MAURINIERE
Appartement,75420.0,41.0,Toulon,2024-07-16,BD BAUCHIERE
Appartement,108950.0,43.0,Toulon,2024-07-18,AV DU 1ER BATAILLON CHOC
Maison,550000.0,90.0,Toulon,2024-07-25,AV JOSEPH GASQUET
Appartement,266965.0,58.0,Toulon,2024-07-25,AV PRE DES PECHEURS
Appartement,120000.0,58.0,Toulon,2024-07-02,RUE LOUIS HENSELING
Maison,720200.0,150.0,Toulon,2024-07-16,IMP DES PALMIERS
Maison,720200.0,150.0,Toulon,2024-07-16,IMP DES PALMIERS
Maison,423100.0,88.0,Toulon,2024-07-17,RUE BAPTISTIN SEMORI
Appartement,128000.0,66.0,Toulon,2024-07-19,AV MARECHAL BUGEAUD
Maison,260000.0,92.0,Toulon,2024-07-24,RUE JANVIER
Maison,380000.0,105.0,Toulon,2024-07-11,RUE ANDRE FILIPPI
Appartement,65000.0,40.0,Toulon,2024-07-19,RUE GUILLAUME PONTEIL
Appartement,323000.0,66.0,Toulon,2024-07-01,BD GRIGNAN
Appartement,440000.0,130.0,Toulon,2024-07-17,BD DE STRASBOURG
Appartement,64000.0,21.0,Toulon,2024-07-18,RUE FERNAND SARDOU
Appartement,130000.0,66.0,Toulon,2024-07-12,RUE CASSINI
Appartement,125000.0,54.0,Toulon,2024-07-18,RUE DE NICE
